,sentiment,content
5192,sadness,nooooo raining had leave beach
5193,happiness,watchin tv happy mom day
5194,happiness,juliepilat great show
5195,sadness,saw favorite surprisingly way sad
5196,happiness,devyra hahahaha definitely still writing
5197,happiness,happy mother day mom there
5198,happiness,oh made evening forgot merlin tonight toss rove spielburg spielburg abc choice
5199,happiness,looking forward finale race next week missing castle girl though race fan welcome watch chez moi
5200,happiness,jennifalconer happy see something weekend flight conchords back bbc
5201,sadness,ouch head hurt
5202,sadness,ryandownie problem dude get better soon cold well bleh
5203,sadness,wanna go beach but study
5204,sadness,hey socialmediatv ugh way video gt blah pout social medium tv live gt http ustre am njv
5205,happiness,umm yeaa go like watch movie link com something like pretty good quality
5206,happiness,namaste hooray monday undaunted am wakeup consider am london feel justified bright side everything
5207,happiness,hereby proclaim officially summer awesome today stuck inside chilly office
5208,happiness,last song american reject amazing song
5209,happiness,finally im back online miss lappy many thing follow up starting ning haha
5210,sadness,sars really got down
5211,sadness,got full day work today can t wait tell get home beer tv time got make money get beer
5212,happiness,pandamayhem noooooooooooo look lot picture lol lol
5213,happiness,rvcreek ay buti pa kayo uy thank you
5214,happiness,enjoying view sg flyer
5215,sadness,o k feel like need cry can t believe less year ill walking across stage get high school diploma
5216,sadness,cold beach sucky
5217,happiness,swrightboucher hi susan read blog really good look forward tweet update
5218,sadness,madison that s get abandoning u miss you
5219,happiness,new follower pretty cool tweeps check em out
5220,sadness,angry sad happy excited hate mood change right immensely sad
5221,sadness,always one time always late wanna sleep miss mere
5222,happiness,crazy people sure
5223,happiness,emilyorshan hahaha bob marley one
5224,happiness,netmogul sound soooo good right mmmm malasadas leave today
5225,happiness,buongiorno woke italian lunch
5226,sadness,aonir trying convince janeylicious wait bit see up well want see
5227,sadness,waled past quad want outside fun
5228,happiness,happy juddday everybody
5229,sadness,daniellefecci quot you guy could fun cardboard box quot miss already bro
5230,happiness,lapix thanks ennio
5231,sadness,therealscarab better snicker bar hershey w almond use b addicted b miss lol
5232,sadness,lilayy here like know there s people worse life wish could go back change aspect life
5233,sadness,bank holiday uk raining typical uk bank holiday weather dry later get chainsaw tree
5234,sadness,chickwoman im riding high low mood now chore blow
5235,sadness,ugh talk someone really bored
5236,sadness,one bringing snack
5237,sadness,gorgeous day going work allll day gotta keep telling nyc
5238,happiness,penguinsnews go pen go gino win pen
5239,happiness,destroytoday hahah try
5240,happiness,wale am st week away wale idk guy school really like me
5241,happiness,watching one fav movie sparkle go get food later
5242,happiness,packing gym bag gym bit squee happiest whem go
5243,sadness,where s poss miss
5244,happiness,holy smoke star trek freaking awesomeeeee
5245,sadness,jeremybeguhn fun without meee going missss youu
5246,sadness,get hair cut morning looking forward spending weekend alone
5247,sadness,hernia hurting way usual tonight way able go out
5248,happiness,excited bout going nite bummed cuz im da designated driver drinking angie
5249,happiness,renegade last day today and well gone catch gutted closest came greenock kilmacolm
5250,happiness,crazytwism haha good
5251,happiness,macmuso thank much glad like them
5252,happiness,nerdwriter close trying them yummy
5253,sadness,last day off back work tomorrow
5254,sadness,helped save runaway dog want friend though
5255,happiness,foreverr almost happy mother s dayy yay
5256,sadness,woke morning line quot i made half pony half monkey monster please get feeling like quot
5257,sadness,always feel sickly wake up well got busy day ahead me yippeee
5258,sadness,asthma issue today bah
5259,happiness,ready go sleep hot room yey first time sleeping huge bed excited
5260,happiness,great time last night
5261,happiness,watching sex amp city brother soccer game totally defited purpose coming hehe
5262,happiness,happy mother day mommy
5263,sadness,still tired due late night work b early moro work bad time
5264,sadness,wide awake grouchy fuck
5265,happiness,ginchan aww thank honey didja get mommy daddy
5266,happiness,acummings ecstatic client deed lieu so monday take sign amp lockbox happy another satisfied client
5267,sadness,another friday night in man skint rubbish
5268,happiness,got home long day asda joy
5269,sadness,lost internet raid o
5270,happiness,today good little girl hollie bgt complete sympahty vote cute aidan davis l tweet x
5271,happiness,watching favorite tv show hulu com free
5272,sadness,sensualbodyrubs hope get car today hate anything stop work
5273,happiness,awsome salad recommend getting spicey buffalo chicken salad
5274,sadness,brodyjenner u watch hill london u realise tourture week week late watch itonlinelol
5275,sadness,applecharlotte unfair wanna go too
5276,happiness,skinnylaminx saw whole lot stuff africa joy casterbridge farm white river mpumalanga wa quite thrilled see ur stuff
5277,sadness,skinnermike told joke onstage butlins one person laughed scarred life
5278,sadness,im friend anyone anymore
5279,sadness,sweetpea here sad time
5280,happiness,amp amp the night continues w fav mazie kristina ericka amp amp robin
5281,happiness,ohmoss curing le hangover epic night bruised n battered hectic go karting session pretty satisfied thank much
5282,sadness,cry real tear
5283,sadness,jasondjkim knowwww cant deal life
5284,sadness,yawnnnnn slight headache n hangover grrr
5285,happiness,enjoying cup chicken soup
5286,happiness,holly lol too going am easy used
5287,sadness,kurtismarsh far go unless prize million know win
5288,sadness,noiselesssound heard regina girl song le deux think u should have come back mc miss u
5289,sadness,goodbye hurt
5290,sadness,back garden time foot hurt
5291,sadness,work do wrist hurt much it
5292,happiness,tiernandouieb oh gosh hope so fun
5293,sadness,neeeeed plan one hang tomorrow booo
5294,sadness,plus janessa hurt feeling
5295,sadness,wow got killed first wave horde gear fail
5296,sadness,http twitpic com q so i pe pocket artoo
5297,happiness,got done turning pre final project computer animation class final due tues class week
5298,sadness,saying goodbye good trusted friend today goodbye free sky tv best friend anyone could had
5299,sadness,jason inc sound good still like friday although mean go work tomarrow
5300,sadness,unopened pack goat cheese starin face starving din til
5301,sadness,car car car i need one ha ha one found last night wanted bad sold
5302,sadness,dammit forgot go canvas shopping today
5303,happiness,trying shop online wi could find seven haha
5304,sadness,jenhp bummer get book signed sigh
5305,happiness,officialtila tilaaa make feel special haha hater day
5306,happiness,jasonmitchener yes sir i acquired master art christian ministry a loooooong journey completed today so thankful
5307,sadness,even nooooo secret namerebecca please
5308,sadness,powerdvd want play pushing daisy dvd want screenies make icon with copy protection gone bonkers
5309,sadness,citycynic lol target employee forbid place usually go buy like everything along commenting
5310,sadness,etsy never noticed right guess that s heart always dreaming travel
5311,sadness,upset left phone home
5312,happiness,may th you happy star war day twirp rofl
5313,happiness,macbook inviting friend twitter happy mother day
5314,happiness,krystalnichole pretty good think overdid gym yesterday working
5315,happiness,wearing quot purple passion quot opi absolutely love it
5316,happiness,dynamomagician dude awesome
5317,happiness,word minute speech s teen movie due wednesday blah blah can t wait glenn ball
5318,sadness,damm it get pic niamh d glass
5319,happiness,ever pointless argument drunk mum drunk nan drunk mum bf dinner have fun time round hahah
5320,sadness,miss everyone need face witty situational update do
5321,sadness,mrmarcusx jst wednesday
5322,sadness,no keyboard cat is ha dead year play off keyboard cat
5323,happiness,darrylep busy yes but always am hope great time traveling go welcome back
5324,happiness,death cab cutie slouchy barets good way start day
5325,happiness,hopefully going back work tomorrow tired flu beside love working child fun play with
5326,sadness,drum made people set so give back
5327,happiness,leehongrui hahaha ok hire mom paiseh haha shall washing
5328,happiness,mother s day family dinner rainy sunday night
5329,happiness,cheekykerri defo can t wait nice afternoon music
5330,sadness,bit dump today awful day maybe good time write song y
5331,happiness,bbelle yeah knew link completely amazing sings phantom
5332,sadness,tinpanalley sorry bro that s rough
5333,happiness,utterhip u r welcome pal u truly deserve followed
5334,happiness,yay able make update tonight lame compared ppls know lol
5335,sadness,going happen one day feel girl mum
5336,happiness,hilaryjp sun
5337,sadness,feel sick like wanna get bed bothered go work turn da light off pull da shade n tv type sick
5338,happiness,say new layout cute x see cuties hahahah http plurk com p suqp
5339,sadness,need cheering
5340,sadness,sucky day far hope get better
5341,happiness,keepinupwkris hope great day tomorrow happy mother day let u know
5342,sadness,bad day office horrendous mood national act like idiotic buffoon day today no one bothered tell me
5343,happiness,downloaded twitterberry life even convenient
5344,happiness,oh northern downpour radio mean cd anything normal radio station woohoo
